,Type,Name,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed,ColorName_x,ColorName_y,ColorName,BreedName_x,BreedName_y,StateName_x
512,2,Sasa,14,1.0,3.0,2,1,1,1,1,1,10,41326,4debb13ee62dc94efb0198fc74dfa6c5,0,"healthy, active cat..a future adopter should have enough space for him to play around..prefer cageless owner..whatapp me..will send more picture",4e58931ea,1.0,4,Black,Brown,White,Domestic Medium Hair,Oriental Short Hair,Selangor
513,2,Cloe,4,2.0,2.0,2,2,1,2,1,1,65,41326,18040c4e8dba340ae2a9eb2c6632a647,0,"Cloe was born on 17. March . She is a very beautiful, playful, three colored Female, with long tail. Toilette trained, Dewormed and very healthy. Before pick up i send her to the Vet for Vaccination. If you are able to take care of her, give her food, play with her, bring her to the vet and let her stay in your House without CAGE!!!... you can call me to visit Cloe. (fee is RM 65) She stay with a dog, me and my Family in a Non-Halal House! Please NO CAGE!!! She is not a TOY",324266c95,5.0,2,Black,Brown,White,Domestic Short Hair,Domestic Medium Hair,Selangor
514,2,Kittens For Adoption,2,3.0,1.0,1,2,1,2,1,5,0,41326,18040c4e8dba340ae2a9eb2c6632a647,0,"Kittens search a new home.They are toilet trained,dewormed,deflea, very playful and so cute. 1. white/black/brown = Cassiopeia, female, birth./09 4:35pm 61gr. 2. black/gray = Starbuck, female, birth./09 4:47pm gr. 3. brown/white = Caruso, male, birth./09 5:20pm 88gr. 4. black/white = Pyrrah/Hoomey, female, birth./:02am 79gr. 5. brown/white = Bumblebee, male, birth./:23am 87gr. Location: Bandar Utama, Petaling Jaya",6138cd70d,14.0,2,Black,Brown,White,Domestic Short Hair,Domestic Medium Hair,Selangor
515,2,Nonet,2,2.0,1.0,2,2,1,2,1,1,0,41326,efe273761b296d1710596c7cefa9188f,0,"I found her 2 days ago inside 'longkang' during raining. She was cleaned and dewormed. And ready to be adopted. Her fur wmis soft, short tail and very cute..still trauma probably becase she was dumped without her mother but she started o play with toys and active.",00be0a63e,3.0,1,Black,Brown,White,Domestic Medium Hair,Domestic Medium Hair,Selangor
516,2,Coco And Milo,5,3.0,2.0,2,1,1,2,1,2,0,41326,136e6e664f2d4873edbd0a5f90e737ab,0,"These two are siblings. The black and white is named Coco(Male) and the brown is Milo(Female). Both were born on the 24th of February . They are very loving and playful. They are protective of one another and are each others best friend. Don't be intimidated by Milo's colour though, she is very pretty and will grow up to be a beautiful one.",120ae4dd3,5.0,3,Black,Brown,White,,,Selangor
517,2,"Along,angah,uda,uteh & Ateh",3,3.0,,2,2,2,2,1,6,0,41326,1b725527b0e9af07aa6297fa52efa59a,0,"saya ade 5 ekor kucing..5 kitty (3 bulan)yang mencari tuan baru..actually saya dah adopted diorang ni kat 1 owner..tapi lepas 2 bulan die bagi balik..lagipun saya ade baby (1 tahun) yang terlampau 'sukakan' kucing..jumpa je die akan picit2..jadi saya terpaksa letak diorg dlm cage 24 hours..tolong la..sape2 yang prihatin.. penghantaran percuma disediakan untuk kl, selangor selepas jam 6 petang.. sesiapa yang berminat call/sms",b08e63db8,7.0,4,Black,Brown,,Domestic Medium Hair,Domestic Medium Hair,Selangor
518,2,Longxyy,21,2.0,2.0,2,1,1,1,1,1,0,41326,1ebf3a87189651fd058a47bc889bd86e,1,"Found her 2 years ago, and also posted on petfinder then looked like it belonged to somebody because she was so affectionate. But until now nobody has claimed her so we decided to just temporarily take care of her. Anyway, we might not be able to take care of her in the future because we will be moving to somewhere smaller. So I'm starting to look for suitable owner now. Pls drop me a line if you are interested!",697c8c6c9,1.0,2,Black,Brown,White,Calico,Domestic Medium Hair,Selangor
519,2,Multicolors,2,3.0,2.0,2,2,2,2,1,4,0,41326,ac1395e3104ff17bb81a08c149c27c3e,0,"I have 4 kittens ,approximately 6 weeks old, DOB March . 2 brown siamese color- semi long hair, 1 white siamese-short hair and 1 full black. All have blue eyes. All healthy , and already started eating wet kitten food.Gender - not sure, mixed. Unable to take care of the kittens due to my recent operation. I am staying in rawang, any interested adopters , plse bring yr own cage/ carrier.",04eda1e46,1.0,1,Black,Brown,,,Siamese,Selangor
520,2,Kittens (2 Months Old),2,3.0,2.0,1,2,2,2,1,5,0,41326,39006661857dd0ffccf95206e1d52981,0,"Hi guys, I have five (5) newly born kittens who are two (2) months old now and they're ready for adoption. 3 boys and 2 girls. They're healthy and very playful. No fees will be charged. Any one wants to adopt these cute guys please contact me. It doesn't matter if you want to adopt just one (1) kitten or two (2) or all five (5). Feel free to call me or whatsapp at (Hema). Can view the kittens no problem. I live in Shah Alam closer to Klang. Thanks!",d41f2a466,8.0,0,Black,Brown,White,American Shorthair,Bengal,Selangor
521,2,Anak Anak Lala,4,3.0,3.0,3,1,1,2,1,2,0,41326,ddc65e58981b44b4c75422e88eb6e342,0,"# (misha) # female 2: black # male 1: brown # 3 months old # too young to neuter # the fee is rm (fee charged for: dewormed, defleeced, food 'iams kitten', vaccination etc. if given with 7kg iams kitten food x 2, fee become free) # they are eating Iams for kittens, obviously.. :) # they will be given with their vaccination card # they are very playful but not chatty # able to use the litter box wonderfully # any question can sms or call.. # can view to appreciate, before deciding.. # the siamese colour is adopted..",0714145e6,5.0,4,Black,Brown,White,American Curl,Burmese,Selangor
522,2,Da Da,8,2.0,,1,2,2,1,1,1,0,41326,0e1b11872bd1f150392c8f910c6a09ea,0,"She rescued from a pregnant street cat which CAN NOT give birth in natural way, so we bring the mother cat to vet surgery to bring all the baby out for this wonderful world. We thought it will be 3 to 4 cute baby only, but at the end, she got 7 of brother sister. =D All her brother sister get adopted to their new home, but she STILL FINDING. Will you give her a chance to have a Sweet HOME also?",1a7d70a4f,6.0,2,Black,Brown,,American Wirehair,Tiger,Selangor
523,2,Pi Pi,8,2.0,2.0,1,2,2,1,1,1,0,41326,0e1b11872bd1f150392c8f910c6a09ea,0,"She rescued from a pregnant street cat which CAN NOT give birth in natural way, so we bring the mother cat to vet surgery to bring all the baby out for this wonderful world. We thought it will be 3 to 4 cute baby only, but at the end, she got 7 of brother sister. =D All her brother sister get adopted to their new home, but she STILL FINDING. Will you give her a chance to have a Sweet HOME also?",edeab1cc8,6.0,3,Black,Brown,White,American Wirehair,Tiger,Selangor
524,2,Casper & Pucca,2,2.0,2.0,3,2,2,2,1,3,0,41326,49669f18048a41e70574a994b38d5903,0,"Hi, my cat gave birth recently, although I love kittens, they are too much for me to take care of. So I am putting some for adoption. Please help me find a loving home for my adorable kittens.",6a633ab6c,12.0,2,Black,Brown,White,Domestic Long Hair,Persian,Selangor
525,2,Love And 2 Kittens,1,3.0,1.0,2,1,1,3,1,2,0,41326,bba6e4fb931376d2735b32dc8631b726,0,"I've had Love since she was a week old kitten. I fed and nourished her for 2 years. She gave birth to some really adorable kittens . Love is like a human cat - she has intense conversations with people. She's a loving soul - super healthy. Her kittens are super healthy as well. Everyone is litter trained and fully indoor cats. If you would like to adopt, please take Love and her kittens together. The kittens are still dependant on her for milk. I feed good quality biscuits mixed with wet food to Love and only wet food to her babies. Please call or whatsapp if interested",f15d587a7,3.0,4,Black,Brown,White,American Curl,American Shorthair,Selangor
526,2,Kumina,36,2.0,2.0,1,1,1,1,1,1,0,41326,5ef1a7fafa507773c3b7a5716de4d255,0,"Kumina is looking for a family that can love her & provide her a place called home. She is one of the strays at my block where I live. Me & some other residents have been feeding her for quite some time. She has been pregnant & gave birth for a few times. Most of her kittens either did not make it, or have been adopted. So it's just her surviving alone, day by day. Kumina has recently being vaccinated and neutered, currently healthy & ready to be adopted. Tested negative for FeLV & FIV. Litter trained. She is a very calm & relaxed cat. Occasionally being naughty & playful. Enjoys head & chin rubs. A bit timid, but can get very manja once she gets acquainted with people. Very suitable for senior adopters or families who appreciate peace & quiet environment. Potential adopters will be screened to ensure Kumina will be in good hands. Prefers adopters who has experience dealing with cats & understands the full responsibility of having one. The adopter should be patient enough to deal with Kumina as she might have some trust issues with strangers. The adopter should also be able to commit to bring her to the vet & feed her medicine when necessary & supplements continuously as Kumina has slight health issue in the past.",42e7de7c0,4.0,4,Black,Brown,White,Domestic Short Hair,Tortoiseshell,Selangor
527,1,Donut,10,2.0,2.0,2,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Donut is a friendly doggie and very domesticated. She will bark at strangers and will not run out of the house. Needs a cage as her sleeping bed, she likes to lie in there. Her former owner abandoned her after she had demodex. She is cured now. Vaccination and neutering fees to be borne by adopter. Please call if you can give her a home.",1bf24d8be,0.0,4,Black,Brown,White,Mixed Breed,Hound,Selangor
528,1,Rexyy,2,1.0,,1,1,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Rexy and his sister Roxy are two adorable siblings. Their coat is a very unique brindle color. Active, healthy and playful. They were given their first vaccination today. Adopter must continue vaccination and neutering is compulsory, cost to be borne by adopter. Please call if you can give them a good home.",f77a10b5f,7.0,2,Black,Brown,,Mixed Breed,Hound,Selangor
529,1,Maya,5,2.0,2.0,2,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,Maya is a very sweet puppy. Big boned and has a cute eye patch. She is very steady for a pup her age. Not yappy puppy. Vaccination and neutering cost to be borne by adopter. Please call if you can give her a good home.,784d3319e,3.0,4,Black,Brown,White,Mixed Breed,Hound,Selangor
530,1,More Puppiess,3,3.0,2.0,1,2,2,2,1,4,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Smart charming puppies. Two males and two females. Toilet trained on grass. Active and alert. Vaccination and neutering are compulsory, cost to be borne by adopter. Please give them a good home.",112ae92e0,4.0,4,Black,Brown,White,Mixed Breed,Hound,Selangor
531,1,Fatty Golden Retrievers For Adoption,1,3.0,2.0,2,1,1,2,1,7,200,41326,ffd648ffe5e574b912fcb92a8e0d5520,0,My Golden retriever Labrador mix gave birth to 7 adorbale cuties who are growing up fast so book them now if your interested. Theyr almost a month old can walk a lil wobbly but theyr getting there! Serious and loving people only plz WhatsApp me,409ccc60e,11.0,4,Black,Brown,White,Golden Retriever,Labrador Retriever,Selangor
532,1,Jenson,60,1.0,3.0,1,3,3,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Jenson is a friendly and very good-natured dog. He is stocky, weighing 26 kgs with the built and friendly temperament of a lab. His face and body color is that of a beagle with the typical white chest. He doesn't yap much, very obedient and great with other dogs. Likes going for walks and loves to sit beside people. Great companion dog n will scare off intruders with his size. No tying up.",3e6d8a2c9,5.0,3,Black,Brown,White,Beagle,Labrador Retriever,Selangor
533,1,C,1,2.0,2.0,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,a6ac8884b,1.0,3,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
534,1,B33,2,1.0,,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,2cea63a41,5.0,1,Black,Brown,,Mixed Breed,Mixed Breed,Selangor
535,1,Selampit 27,1,3.0,2.0,2,2,2,2,1,5,0,41326,93b9bd02cfbd0944686ceee8798b9eec,0,"The puppy came from the stray dogs in front of my house, 3 black and brown,1 black and white and 1 golden brown. Right now no one fostering them and they now live under umbrella by the road side. I can't take them in as my baby have skin allergy to them. please call me at or whatsapp for adoption",0392c0c81,4.0,4,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
536,1,Baby Rosemary,1,2.0,2.0,1,2,2,2,1,1,0,41326,4d2400be2e2e78265f5c84345b7a3415,0,"Meet Baby Rosemary, one of the puppies that we intend to rescue out from the area where they hv been seeking shelter since born - longkang near the surau. We recently found out that the timid mummy that we have been feeding actually gave birth to 7 puppies, but roughly 2 weeks ago, one heartless human being took one stick & jolok the hole near longkang where the puppies have been seeking refuge. And with that 3 was killed. Such a sad thing isnt that such hatred still exist? Why have to kill these innocent puppies? Moving on, we hope to get the 2 remaining puppies soon. They are kinda protective & barks loudly when touch. Who doesnt if they are subject to constant harassment & abuse like the dead siblings, rite?",12d514ef2,8.0,2,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
537,1,,5,3.0,2.0,1,2,2,3,1,2,0,41326,2876dcfa7aced0084e5e7fd211e20e42,0,"They were found on roadside, i've rescued them and currently keeping them safe at home. But we already have 2 big dogs, can't afford to keep another 2 anymore. They are very active and healthy.",6f72c46b5,2.0,2,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
538,1,H6,1,1.0,2.0,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,Dog 4 Adoption,0baab7556,1.0,3,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
539,1,6 Puppies,2,3.0,3.0,1,2,2,2,1,6,0,41326,341c9c01d6b49bf2fcc287c0899e2417,1,A female dog recently gave birth right in front of our house. We did our best to shelter the family and fed them. Now the puppies are at an adoptable age and we hope somebody can give these bundle of joys a deserving home. Please call Mdm June Tan at for more info.,92c2878db,5.0,1,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
540,1,8 Brothers Huat For Adoption,2,1.0,2.0,1,2,2,2,1,8,0,41326,cebf7606a3760e5db9791cbeb18ef762,0,Thanks to petfinder!All puppies have been adopted!,3d3aef491,7.0,2,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
541,1,Boxer,2,1.0,2.0,2,2,2,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,"This is Boxer, He is the sibling of another little girl. His mom was just rescued and gave birth instantly at our shelter. Boxer is such a sweet boy. Please open your hearts into giving this little one a new life. .....",e5e083218,2.0,1,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
542,1,"A,b,c",2,2.0,2.0,1,2,2,2,1,3,0,41326,c1798e6e27c7bb224a35d284c654f8be,0,"This 3 were abandoned by the road side in kelana Jaya(An area with lots of traffic ,was concern thatthey might get run over by the vehicles in the area. I am not able to keep them long as we have lots of pets in our household and due to work , our time is limited. In need of someone to give them Tender loving care and attention. I will get these pups deworm tomorrow , they cannot be vaccinated as looking at the size, they could only be about 2 months old.Pls adopt one of these little ones. TQ .",4a67bf90d,5.0,4,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
543,1,Ruby 1,2,2.0,2.0,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,c90558513,2.0,1,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
544,1,4 Little Pups,1,3.0,2.0,1,1,1,2,1,4,0,41326,1a2113010d6048d5410b265347b35c91,0,"*Adoption fee is a donation towards their medical* Adopters or fosterers needed! Four tiny walking & whiny bundle of cuteness need a safe loving home each/ together! Currently they are in a carpark which is not a safe environment. Contact Tracy at to help. Conditions of adoption are not leaving them alone/tied outside, allowed into house, commitment to daily walks and play. Conditions to spay and neuter will be discussed once contacted :)",8a99dadaf,8.0,3,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
545,1,Baby Mia Girl,1,2.0,2.0,1,2,2,2,1,1,100,41326,4d2400be2e2e78265f5c84345b7a3415,0,Mia is one of the remaining 3 bubbly & energetic puppies is still looking for home. They are currently seeking shelter near construction site with lotsa lorries & heavy machineries moving in & out. Their life is at stake. Pls adopt & save lifes today! Location KL Puppies are 1 month plus old,412b8d565,4.0,3,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
546,1,Beauty & Her Sibling,1,3.0,2.0,2,2,1,2,1,5,0,41326,4e647092d3a619c5c5e3766e6106dd19,1,"Place: Taman Klang Utama Contact/ Wechat / What Apps: (Ms Chuah) Please give them a chance! We cant foster them too long, bc they temporary keep at kindergarten. Before the children' parent complaint with gorverment Department, we need to help them find a home. The place we found them is under a useless lorry and without found their mum when they just giving birth around 2-3 days. Now they are start to adoption, their the others 3 sibling is found a forever home. Please help share it & help them get a warm home. Thanks.",32f97388e,6.0,4,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
547,1,In The Name Of Development,2,3.0,2.0,1,2,2,2,1,6,0,41326,4d2400be2e2e78265f5c84345b7a3415,0,These puppies will be loosing their home in the name of development soon! They have been taken care by a nice malay old couple One puppy died being knocked down by car. Uber friendly & lovely puppies!,460edc419,5.0,4,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
548,1,"BLACKIE BOY, BROWNIE GIRL AND BETTY",2,,2.0,1,2,2,3,1,3,0,41326,752d2323abbdd46158cae69563e5d60d,0,"I found the three musketeers abandoned outside my house while they were still newborn, without their eyes open.. I have been hand raising them to the best of my abilities and ensure they get 4 times a day food and milk to keep them happy and contented. For a month, I was bottle feeding all three to make sure they were well fed and watered. Blackie boy is the boisterous one among the Three musketeers.. He is friskier than the girls and loves to argue with me when i remove my slippers from his clutches. The only pup so far to have learned to bark.He also loves to sleep in the weirdest places-like in between the sliding door and the grille. If it fits, I sleeps! Brownie girl is the one with brown patches.. She is a fatty and loves to steal extra food from the other two.. so she is really a small piglet. But she learns fast and now sits on command, and has learnt that the living room is off limits with a simple NO. The largest of the three, and playful.Not bad for a tiny fella. Betty was named after Ugly Betty because she was the runt of the litter when newborn..Gave her special attention , nursed her from the bottle and kept her in my arms most of the time out of fear she may not make it through. After all that, she is truly a Betty and has bloomed into an adorable brown pup. She is the only one who does not bite me, but bites the others. Always with a cute sad face, she is my favourite of the lot. She loves to snuggle and prefers sleeping on my feet.",2ad939a78,8.0,3,Black,Brown,,Mixed Breed,Mixed Breed,Selangor
549,1,Chelsea And DuDu,3,2.0,2.0,1,2,1,2,1,2,0,41326,9cbd2b6d46f67fa80c58f55dda244642,0,"I found 2 female puppies main road of puncak jalil. I think they might have been dump there and they were also near to a big drain. They were about 4 to 5 weeks old then and they are 3 months old. I took them in temporary as I was scared if they were drop into drain or people might hurt them. I can't keep them for long as I have 5 dogs on my own. They are very lively and friendly, i have exposed them to big dogs so they are not afraid generally. So if you are looking for some love and future dogs to guard ure hse and fun times please consider Chelsea and/or DuDu",c3208c19d,2.0,4,Black,Brown,White,,,Selangor
550,1,Baby Boo,1,2.0,2.0,1,2,2,2,1,1,0,41326,4d2400be2e2e78265f5c84345b7a3415,0,"Me & my sister Baby G looking for home. We are currently homeless & have to rely on kind souls to feed us. Sometimes, we didnt eat for a day. You know, there used to be 9 of us, but my baby bro & sis got washed away by heavy rain last week. Mummy was crying for days. Life goes on.... Luv Baby Boo know us more here : ? set=a..&type=1 woof!",01231c438,5.0,2,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
551,1,Baby MC Boy,1,1.0,2.0,1,1,1,2,1,1,100,41326,4d2400be2e2e78265f5c84345b7a3415,0,MC is one of the remaining 3 bubbly & energetic puppies is still looking for home. They are currently seeking shelter near construction site with lotsa lorries & heavy machineries moving in & out. Their life is at stake. Pls adopt & save lifes today! Location KL Puppies are 1 month plus old,18c3b1a1a,4.0,2,Black,Brown,White,,,Selangor
552,1,Momo's 6 Puppies,1,3.0,1.0,1,2,2,2,1,6,0,41326,adaccae88c1a1bcd57c7fe3877fa452e,0,"Momo's 6 puppies need new home as I can't afford to have so many dogs at the same time. Puppies are still not open eyes yet, will handover after they are stop consuming milk from their mom. Please reach me at. Urgent!",53c344d06,5.0,2,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
553,1,â¡ 3 Puppies â¡ Taman Bahagia LRT,2,3.0,2.0,2,1,1,2,1,3,0,41326,3b074cadd2350de62dca7056b9bab6f4,0,"FOR serious adopters only! If you are interested in adopting, kindly contact ==> Call/ SMS / Whatapps to Requirements for Adoption: ========================= All adoptions are subject to an interview and house check. Cost of vaccinations and neutering to be borne by adopter. Vaccinations and neutering/spaying at 6 months of age are COMPULSORY.",5242038c7,20.0,3,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
554,1,3months,3,,2.0,2,2,1,2,1,1,100,41326,4b07e807c87f0466fa38eb20e03fd384,0,"Adoption fee is for spaying,to bring puppy back at the age of 6 months. any additional charges from the spaying is being borne by Rani. Please do help her with her rescues. pls give this pup a home, owner kept leaving this pup running out on the street . seems to have no interest in taking care of this little fella. contact us at (miss rani) Klinik Mayo Veterinar No11A, Jalan USJ 10/1G, Taipan Triangle, UEP Subang Jaya.",7131cab79,10.0,2,Black,Brown,,Mixed Breed,Mixed Breed,Selangor
555,1,Bruno Boy,2,1.0,2.0,1,2,1,2,1,1,80,41326,4d2400be2e2e78265f5c84345b7a3415,0,"Tall, handsome & goofy boy for adoption. Location KL",414d8422f,3.0,4,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
556,1,Wonder Puppies,1,3.0,2.0,1,2,2,2,1,3,80,41326,4d2400be2e2e78265f5c84345b7a3415,0,"Can anyone give These cute babies a loving, caring, forever home they truly deserves? Do contact if you can. Kindly help us to share too :) Adoption Saves lives",e59c8fc76,13.0,4,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
557,1,8 Puppies,0,3.0,1.0,1,2,2,2,1,8,0,41326,d6b828d594ddeb7ddbb6c0b9e75f8145,0,Very playful. Born on last week Monday. No tieng No Caging Sentosa Klang for serious adopter,a5d1a1271,2.0,3,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
558,1,D7,2,1.0,2.0,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,b15d56540,4.0,2,Black,Brown,White,,,Selangor
559,1,Delete This Folder,2,2.0,2.0,1,3,3,2,1,5,0,41326,90191b06d602e8d45b4ce25dd22c6a3e,0,pls delete this folder,7ebe13a93,0.0,0,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
560,1,Adorable Pups For Adoption,2,2.0,3.0,1,3,3,3,1,3,0,41326,5aca30a29e8290093fee2a334d65d835,0,"The black and brown ones are 2 months old. The white one is 6 months old. All female. These adorable pups are up for adoption. They are at the Malaysia Independent Animal Rescue (MIAR) shelter in Kajang. All they want is love and care from someone who can provide them a good, loving, permanent home. So if you would like to welcome them into your lives, pls contact Puspa. Thank you.",3f4fff7b2,1.0,2,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
561,1,2 Puppies,3,2.0,,1,2,2,2,1,2,0,41326,8512e22c06a01cdc76481ff0a6e88b67,0,"Active, cute and smart",e6b28fc29,2.0,4,Black,Brown,,Mixed Breed,Mixed Breed,Selangor
562,1,Roxy,3,2.0,2.0,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,3890935ed,1.0,2,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
563,1,Puppies,1,3.0,2.0,2,3,3,3,1,5,0,41326,f894b0c7b058834d0a9749b665479732,0,"The pets was stay under a broken car for few weeks around my office without anyone take care of them. These 5 puppies has been throw to rubbish area as the foreman of an car mechanic shop when they found out under the broken car. Those puppies only 3.5 weeks old, unluckyly there was no people care of them. I will more then happy if any one of you can able to help out them by adopting and taking good care of them. There was 3 Female (White + Black or White + Brown) and 2 Male (White + Black or Brown).",bbfc5274f,11.0,1,Black,Brown,White,,,Selangor
564,1,,1,1.0,1.0,1,2,2,2,1,3,0,41326,4354dd73f61d288d93219b026725ec3b,0,hey guys a couple of days back i rescued a litter of puppies. They are really cute and adorable however i cant keep them as my older dog gets really jealous. Thus i have to give them away to a loving home. Dont worry they are free of charge haha . If you're interested to adopt please do contact me at :- /,2c8e65887,5.0,4,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
565,1,Louie,10,2.0,2.0,1,2,2,2,1,1,0,41326,4984adad47adb856e5571f835fd703c1,0,"Hi, my name is Louie. Im a 10 months old girl. I've been living with my rescuer during this 10 months periods. Im now really need a new home cause she is no longer staying at her current rent house. She will finish her study soon and hope there is someone who is willing to keep me. Please help her out, she come from Kuching to Bangi to pursue her study. She rescued me when im almost die..Im glad im still survive happily now. Just i really hope for a real new home. :')",6c17339fe,3.0,4,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
566,1,Janson & Jensi,2,3.0,1.0,2,1,1,3,1,2,0,41326,27a9829cc634a0dfed6d4b17de89ac36,0,"I adopt them (a male n female) puppies from a rescuer, about 1 month ago, they born on 29.8.13, they are injected on 1st vaccine on .13, I love them so much more like my baby, but due to shifting oversea I has to let them go.... With sad... I can't leave them just like that so looking for a family whom ca take of them... They are c/w all the accessory like their toy, towel food as well .tq",918ae2c95,5.0,4,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
567,1,Y3,2,2.0,2.0,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,9a5da8156,4.0,3,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
568,1,Active & Lovely Pups,1,3.0,2.0,1,2,2,2,1,5,0,41326,7359ab2ebec2edb2b25d2922fc7e47d1,0,"Someone dumped the puppies around my office area in Selayang. The mother dog is not around. A lady has been look after them for 1 week. As she owned 5 dogs here and her current situation is not allowed, she hope if there is anyone could adopt the puppies. Puppies are active & lovely. They are waiting for a forever home. Please pm if interested! Transport could be discussed & arrange for KL & Selangor area. TQ!",be340bbe7,11.0,3,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
569,1,2months Found For Adoption,2,2.0,,1,2,1,2,1,1,100,41326,4b07e807c87f0466fa38eb20e03fd384,1,A poor little pup found . For adoption.adoption fee is for spaying when she turns 6 months. Pls contact rani at or,c83fe0079,8.0,4,Black,Brown,,Mixed Breed,Mixed Breed,Selangor
570,1,Vovo & Huan Huan,8,1.0,,1,1,1,1,1,2,50,41326,1c94d1e52a56c565759cb92b0cf502fc,0,Vo Vo & Huan Huan is a mix breed 8 months old male puppy and i found them dumped in a small cage near a wet market. They are both a very gentle boy who does fine with both adults and children although they are very shy and will need some time and patience from their new family. If you are interested and looking for a gentle puppy than look no further than VoVo & Huan Huan! The adoption fee of RM50 for both dogs includes neutered and all vaccines. ONLY SERIOUS ADOPTER WILL BE CONSIDERED,9c443e54d,5.0,4,Black,Brown,,Mixed Breed,Mixed Breed,Selangor
571,1,Jerry 1,4,1.0,2.0,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,6e50b52c9,2.0,2,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
572,1,B22,2,1.0,2.0,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,5b7007847,5.0,1,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
573,1,Southern Park Kids,2,3.0,2.0,2,2,2,2,1,3,50,41326,08b2735e5d9535cc93fc30d0891172f4,0,"Just managed to save 3 kids out of 10. Looking for a responsible and loving adopter Who would take care of the kids as a family Location nearby petron southern park,klang Also have more kids for adoption at port klang",dc3066d92,9.0,4,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
574,1,Whally & Jerry,1,1.0,2.0,1,2,1,2,1,2,0,41326,a042471e0f43f2cf707104a1a138a7df,0,They were spotted outside an orphanage near Aunty Kiew's apartment. do visit www.everydoghasitsday09.blogspot.com,fd3804c20,4.0,2,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
575,1,,8,3.0,,1,1,1,3,1,8,0,41326,a7845653b493dcc687e6839818ee3c34,0,White mama dog was rescued from being sent to the dog pound during july and gave birth to 7 pups on end september . 2 pups were being adopted by two angels and now im looking for good home for the mama dog and the 4 puppies. They are all vaccinated and dewormed and One of the female puppy (cream brown) as well as the mama dog (pure white) are spayed. They are all cheerful and adorable and will definitely be a good company for you and your family. Feel free to contact me if you are interested. :) ~adoption save lives~,21fc38738,14.0,4,Black,Brown,,,,Selangor
576,1,Darlings,3,,2.0,2,2,2,2,1,6,0,41326,db4fa791c14fe62e289fdd6d4e2be9c8,0,They're very obedient!,5c9d75ab9,4.0,4,Black,Brown,,Mixed Breed,Mixed Breed,Selangor
